PHRASE,TOTAL,aljazeera,alternet,ap,atlantic,breitbart,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,fox,guardian,huffingtonpost,intercept,motherjones,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,usatoday,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
holes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,19,0,0.0,0.0,,Neutral
home,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,650,0,0.0,0.0,,Neutral
hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,111,0,0.0,0.0,,Neutral
how many,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,38,0,0.0,0.0,,Neutral
human,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,258,0,0.0,0.0,,Neutral
hundreds of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,190,0,0.0,0.0,,Neutral
hunting,122.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,6.0,23.0,11.0,1.0,5.0,1.0,2.0,12.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,3.0,0.0,3.0,5.0,0.0,3,122,1,1.0,1.0,-9.0,Left
identity,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,232,0,0.0,0.0,,Neutral
illegal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,167,1,1.0,0.0,,Neutral
illegal gold,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,21,0,0.0,0.0,,Neutral
images,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,102,0,0.0,0.0,,Neutral
implications,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,36,0,0.0,0.0,,Neutral
implications for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,8,0,0.0,0.0,,Neutral
in a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,1276,0,0.0,0.0,,Neutral
in any,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,44,0,0.0,0.0,,Neutral
in federal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,83,0,0.0,0.0,,Neutral
in federal court,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,47,0,0.0,0.0,,Neutral
in her,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,143,0,0.0,0.0,,Neutral
in other,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,50,0,0.0,0.0,,Neutral
in other words,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,8,0,0.0,0.0,,Neutral
in the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,4689,0,0.0,0.0,,Neutral
in the Ninth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,23,0,0.0,0.0,,Neutral
in the United,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822,252,0,0.0,0.0,,Neutral
in this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,270,0,0.0,0.0,,Neutral
includes,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,148,0,0.0,0.0,,Neutral
includes a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,35,0,0.0,0.0,,Neutral
increasingly,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,34,0,0.0,0.0,,Neutral
indigenous,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,1016,1,0.0,0.0,,Neutral
indigenous people,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,199,0,0.0,0.0,,Neutral
indigenous peoples,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,125,1,0.0,0.0,,Neutral
infections,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,38,0,0.0,0.0,,Neutral
into question,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856,12,0,0.0,0.0,,Neutral
investigation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,82,0,0.0,0.0,,Neutral
is a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,890,0,0.0,0.0,,Neutral
is already,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,36,0,0.0,0.0,,Neutral
is available,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,26,0,0.0,0.0,,Neutral
is expected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,33,0,0.0,0.0,,Neutral
is for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,23,0,0.0,0.0,,Neutral
is not,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,399,0,0.0,0.0,,Neutral
is now,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,167,0,0.0,0.0,,Neutral
is protected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,59,0,0.0,0.0,,Neutral
is the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,575,0,0.0,0.0,,Neutral
is to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,158,0,0.0,0.0,,Neutral
is to be,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,21,0,0.0,0.0,,Neutral
island,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,254,1,1.0,0.0,,Neutral
isolated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,159,0,0.0,0.0,,Neutral
issue,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,298,0,0.0,0.0,,Neutral
it is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,417,0,0.0,0.0,,Neutral
it when,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,13,0,0.0,0.0,,Neutral
its territory,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,6,0,0.0,0.0,,Neutral
its way,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,20,0,0.0,0.0,,Neutral
jewelry,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,48,0,0.0,0.0,,Neutral
judge,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,140,1,1.0,0.0,,Neutral
jurisdiction,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,159,0,0.0,0.0,,Neutral
just one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,27,0,0.0,0.0,,Neutral
just one of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,10,0,0.0,0.0,,Neutral
justices,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,76,0,0.0,0.0,,Neutral
killed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,252,1,1.0,0.0,,Neutral
killed a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,6,0,0.0,0.0,,Neutral
know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,682,0,0.0,0.0,,Neutral
label,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,13,0,0.0,0.0,,Neutral
land,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1987,1,1.0,0.0,,Neutral
landmark,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,33,0,0.0,0.0,,Neutral
lands,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,786,1,0.0,0.0,,Neutral
language,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,309,0,0.0,0.0,,Neutral
languages,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,89,0,0.0,0.0,,Neutral
large,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,220,0,0.0,0.0,,Neutral
last,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,706,0,0.0,0.0,,Neutral
latest,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,97,0,0.0,0.0,,Neutral
launched,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,47,0,0.0,0.0,,Neutral
launched a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,21,0,0.0,0.0,,Neutral
law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,827,0,0.0,0.0,,Neutral
law enforcement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,134,1,1.0,0.0,,Neutral
lawyer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,83,0,0.0,0.0,,Neutral
lawyers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,48,0,0.0,0.0,,Neutral
lawyers for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,9,0,0.0,0.0,,Neutral
lead,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,153,0,0.0,0.0,,Neutral
lead to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,51,0,0.0,0.0,,Neutral
leaders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,620,1,0.0,0.0,,Neutral
led,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,310,0,0.0,0.0,,Neutral
led the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,42,0,0.0,0.0,,Neutral
left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,372,0,0.0,0.0,,Neutral
legal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,380,0,0.0,0.0,,Neutral
letter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,211,0,0.0,0.0,,Neutral
lie,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,40,0,0.0,0.0,,Neutral
life,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,548,0,0.0,0.0,,Neutral
likely,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,237,0,0.0,0.0,,Neutral
living,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,383,0,0.0,0.0,,Neutral
lobbying,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,54,0,0.0,0.0,,Neutral
local,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,478,0,0.0,0.0,,Neutral
local law enforcement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,14,0,0.0,0.0,,Neutral
lodge,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,49,0,0.0,0.0,,Neutral
logo,93.0,0.0,0.0,3.0,3.0,9.0,0.0,1.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,2.0,6.0,0.0,19.0,3.0,2.0,14.0,0.0,7,93,1,1.0,1.0,6.0,Right
long,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,746,0,0.0,0.0,,Neutral
made with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,16,0,0.0,0.0,,Neutral
mail,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,129,0,0.0,0.0,,Neutral
mail in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982,33,0,0.0,0.0,,Neutral
major,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,194,0,0.0,0.0,,Neutral
make,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,756,0,0.0,0.0,,Neutral
man,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,315,0,0.0,0.0,,Neutral
many more,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,16,0,0.0,0.0,,Neutral
mascot,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,91,0,0.0,0.0,,Neutral
mascots,137.0,0.0,0.0,9.0,2.0,6.0,0.0,1.0,22.0,0.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,9.0,0.0,2.0,7.0,2.0,3.0,1.0,8.0,2.0,39.0,2.0,8,137,1,1.0,1.0,-64.0,Left
massacre,70.0,0.0,1.0,1.0,3.0,0.0,0.0,8.0,2.0,5.0,1.0,2.0,0.0,8.0,0.0,1.0,1.0,2.0,10.0,0.0,3.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,32,70,1,1.0,1.0,-34.0,Left
mean,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,207,0,0.0,0.0,,Neutral
meaning,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,84,0,0.0,0.0,,Neutral
meaning of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,13,0,0.0,0.0,,Neutral
meeting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,149,0,0.0,0.0,,Neutral
members,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,802,1,1.0,0.0,,Neutral
men,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,301,0,0.0,0.0,,Neutral
might,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,274,0,0.0,0.0,,Neutral
miles,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,277,0,0.0,0.0,,Neutral
miles from,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,33,0,0.0,0.0,,Neutral
miles from the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,18,0,0.0,0.0,,Neutral
million,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,535,0,0.0,0.0,,Neutral
mine,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,103,0,0.0,0.0,,Neutral
miners,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,101,0,0.0,0.0,,Neutral
mines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,51,0,0.0,0.0,,Neutral
mining,181.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,12.0,7.0,22.0,0.0,0.0,31.0,0.0,0.0,0.0,18.0,1.0,2.0,44.0,6.0,5.0,1.0,1.0,0.0,9.0,0.0,4.0,3.0,5.0,0.0,9,181,1,1.0,1.0,-119.0,Left
missing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,236,0,0.0,0.0,,Neutral
missing and murdered,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,70,0,0.0,0.0,,Neutral
moment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,142,0,0.0,0.0,,Neutral
money,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,440,0,0.0,0.0,,Neutral
monument,291.0,12.0,9.0,0.0,0.0,10.0,0.0,1.0,6.0,12.0,1.0,7.0,5.0,14.0,3.0,0.0,0.0,12.0,23.0,23.0,0.0,45.0,13.0,12.0,0.0,0.0,1.0,18.0,0.0,31.0,3.0,30.0,0.0,10,291,1,1.0,1.0,-139.0,Left
monuments,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,188,1,0.0,0.0,,Neutral
more than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,723,0,0.0,0.0,,Neutral
more than a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,101,0,0.0,0.0,,Neutral
most of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,142,0,0.0,0.0,,Neutral
most of Tulsa,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,8,0,0.0,0.0,,Neutral
most of the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792,68,0,0.0,0.0,,Neutral
much,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,607,0,0.0,0.0,,Neutral
murder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,76,0,0.0,0.0,,Neutral
murder of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,12,0,0.0,0.0,,Neutral
murdered,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,149,1,1.0,0.0,,Neutral
must,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,344,0,0.0,0.0,,Neutral
name,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,621,0,0.0,0.0,,Neutral
name that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,12,0,0.0,0.0,,Neutral
national,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,441,0,0.0,0.0,,Neutral
nations,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,547,1,1.0,0.0,,Neutral
native,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,538,1,0.0,0.0,,Neutral
near,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,277,0,0.0,0.0,,Neutral
nearly,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,223,0,0.0,0.0,,Neutral
nearly half,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,18,0,0.0,0.0,,Neutral
need,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,520,0,0.0,0.0,,Neutral
never,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,533,0,0.0,0.0,,Neutral
new coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,9,0,0.0,0.0,,Neutral
nickname,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,76,0,0.0,0.0,,Neutral
nomination,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,27,0,0.0,0.0,,Neutral
not a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,155,0,0.0,0.0,,Neutral
not exist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,15,0,0.0,0.0,,Neutral
not exist in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,7,0,0.0,0.0,,Neutral
now in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,33,0,0.0,0.0,,Neutral
occupation,72.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,4.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,30,72,1,1.0,1.0,-35.0,Left
of Americas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778,30,0,0.0,0.0,,Neutral
of Indian,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,298,0,0.0,0.0,,Neutral
of Indigenous,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,134,0,0.0,0.0,,Neutral
of Justice,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,43,0,0.0,0.0,,Neutral
of Native,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,603,0,0.0,0.0,,Neutral
of Native American,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,213,0,0.0,0.0,,Neutral
of Oklahoma,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,144,0,0.0,0.0,,Neutral
of Tulsa,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,30,0,0.0,0.0,,Neutral
of United States,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,39,0,0.0,0.0,,Neutral
of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,992,0,0.0,0.0,,Neutral
of a reservation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,7,0,0.0,0.0,,Neutral
of about,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,33,0,0.0,0.0,,Neutral
of an,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932,185,0,0.0,0.0,,Neutral
of criminal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,7,0,0.0,0.0,,Neutral
of great,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,15,0,0.0,0.0,,Neutral
of infections,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,8,0,0.0,0.0,,Neutral
of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,408,0,0.0,0.0,,Neutral
of several,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,24,0,0.0,0.0,,Neutral
of the Muscogee,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,25,0,0.0,0.0,,Neutral
of the Ojibwe,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972,7,0,0.0,0.0,,Neutral
of the past,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,21,0,0.0,0.0,,Neutral
of the state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,56,0,0.0,0.0,,Neutral
of their,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,418,0,0.0,0.0,,Neutral
of this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,342,0,0.0,0.0,,Neutral
officials,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,374,0,0.0,0.0,,Neutral
officials and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,22,0,0.0,0.0,,Neutral
often,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,428,0,0.0,0.0,,Neutral
oil,369.0,9.0,6.0,3.0,0.0,2.0,15.0,0.0,1.0,44.0,7.0,7.0,14.0,13.0,0.0,0.0,0.0,1.0,41.0,13.0,24.0,33.0,47.0,28.0,10.0,4.0,0.0,17.0,1.0,4.0,2.0,22.0,1.0,12,369,1,1.0,1.0,-194.0,Left
oil pipeline,30.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,24,30,1,1.0,1.0,-3.0,Left
old,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,475,0,0.0,0.0,,Neutral
on Monday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,64,0,0.0,0.0,,Neutral
on Thursday,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,46,0,0.0,0.0,,Neutral
on Twitter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,108,0,0.0,0.0,,Neutral
on a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,380,0,0.0,0.0,,Neutral
on its,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765,75,0,0.0,0.0,,Neutral
on the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,2164,0,0.0,0.0,,Neutral
on the White,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,6,0,0.0,0.0,,Neutral
on the reservation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,183,0,0.0,0.0,,Neutral
one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,1828,0,0.0,0.0,,Neutral
one of several,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,11,0,0.0,0.0,,Neutral
one that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,39,0,0.0,0.0,,Neutral
opened,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,74,0,0.0,0.0,,Neutral
opportunities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,72,0,0.0,0.0,,Neutral
opportunities of our,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,16,0,0.0,0.0,,Neutral
oppose,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,52,0,0.0,0.0,,Neutral
oppose the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,29,0,0.0,0.0,,Neutral
or so,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,25,0,0.0,0.0,,Neutral
order,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,281,0,0.0,0.0,,Neutral
original,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,176,0,0.0,0.0,,Neutral
other than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,14,0,0.0,0.0,,Neutral
other words,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772,16,0,0.0,0.0,,Neutral
others,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,324,0,0.0,0.0,,Neutral
outrage,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,28,0,0.0,0.0,,Neutral
outsiders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,88,0,0.0,0.0,,Neutral
pandemic,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,365,0,0.0,0.0,,Neutral
pandemics,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,11,0,0.0,0.0,,Neutral
papers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,17,0,0.0,0.0,,Neutral
paragraph,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,6,0,0.0,0.0,,Neutral
park,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,134,1,1.0,0.0,,Neutral
part of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,576,0,0.0,0.0,,Neutral
part of a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794,73,0,0.0,0.0,,Neutral
part of the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,256,0,0.0,0.0,,Neutral
particular,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,103,0,0.0,0.0,,Neutral
