PHRASE,TOTAL,aljazeera,alternet,americanconservative,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,eff,federalist,fox,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,rt,slate,spectator,techcrunch,time,usatoday,verge,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
fight for,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,31,0,0.0,0.0,,Neutral
fighting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,74,0,0.0,0.0,,Neutral
figures,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,116,0,0.0,0.0,,Neutral
filed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,73,0,0.0,0.0,,Neutral
film,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,225,0,0.0,0.0,,Neutral
first,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,491,0,0.0,0.0,,Neutral
flagged,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,52,1,1.0,0.0,,Neutral
followers,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,128,0,0.0,0.0,,Neutral
for free,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,89,0,0.0,0.0,,Neutral
for free speech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,56,1,0.0,0.0,,Neutral
for freedom of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,45,0,0.0,0.0,,Neutral
for news,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,20,0,0.0,0.0,,Neutral
for now,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,19,0,0.0,0.0,,Neutral
for protesters,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,13,0,0.0,0.0,,Neutral
for speaking,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,25,0,0.0,0.0,,Neutral
for speaking out,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,15,0,0.0,0.0,,Neutral
foreign,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,408,0,0.0,0.0,,Neutral
foreign media,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,29,1,1.0,0.0,,Neutral
former,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,301,0,0.0,0.0,,Neutral
found,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,275,0,0.0,0.0,,Neutral
free,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1539,1,0.0,0.0,,Neutral
free speech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,837,1,1.0,0.0,,Neutral
free speech are,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,14,1,0.0,0.0,,Neutral
freedom,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,1010,1,0.0,0.0,,Neutral
freedom of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,506,0,0.0,0.0,,Neutral
freedom of expression,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,160,1,1.0,0.0,,Neutral
freedom of speech,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,236,1,1.0,1.0,,Neutral
friend,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,72,0,0.0,0.0,,Neutral
friends,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,105,0,0.0,0.0,,Neutral
from Chinese,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,36,0,0.0,0.0,,Neutral
from Chinese citizens,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734,17,0,0.0,0.0,,Neutral
from the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,754,0,0.0,0.0,,Neutral
from the coronavirus,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,13,0,0.0,0.0,,Neutral
from the internet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,21,0,0.0,0.0,,Neutral
frustrated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,17,0,0.0,0.0,,Neutral
funded,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,90,0,0.0,0.0,,Neutral
funding,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,118,0,0.0,0.0,,Neutral
gang,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,11,0,0.0,0.0,,Neutral
gay,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,76,0,0.0,0.0,,Neutral
gender,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,50,0,0.0,0.0,,Neutral
gender dysphoria,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9,1,1.0,0.0,,Neutral
get,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,421,0,0.0,0.0,,Neutral
get the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,44,0,0.0,0.0,,Neutral
giant,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,132,0,0.0,0.0,,Neutral
giants,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,199,1,0.0,0.0,,Neutral
global,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,274,0,0.0,0.0,,Neutral
gone,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,81,0,0.0,0.0,,Neutral
good,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,223,0,0.0,0.0,,Neutral
got,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,138,0,0.0,0.0,,Neutral
government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,2249,0,0.0,0.0,,Neutral
government has,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,122,0,0.0,0.0,,Neutral
governments,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,477,0,0.0,0.0,,Neutral
governments attempts to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,13,0,0.0,0.0,,Neutral
great,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,118,0,0.0,0.0,,Neutral
group,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,425,0,0.0,0.0,,Neutral
groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,374,0,0.0,0.0,,Neutral
growing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,155,0,0.0,0.0,,Neutral
had been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,242,0,0.0,0.0,,Neutral
happening,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,84,0,0.0,0.0,,Neutral
has been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,695,0,0.0,0.0,,Neutral
hate,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,474,0,0.0,0.0,,Neutral
hate speech,1689.0,27.0,10.0,16.0,17.0,5.0,18.0,53.0,47.0,37.0,11.0,55.0,11.0,55.0,22.0,65.0,16.0,36.0,17.0,13.0,7.0,29.0,45.0,85.0,13.0,119.0,22.0,34.0,2.0,58.0,55.0,31.0,12.0,15.0,53.0,31.0,58.0,31.0,20.0,13.0,28.0,14.0,50.0,42.0,24.0,51.0,211.0,5.0,10,297,1,1.0,1.0,-44.0,Left
have been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,587,0,0.0,0.0,,Neutral
have to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,174,0,0.0,0.0,,Neutral
he says,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,49,0,0.0,0.0,,Neutral
headline,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,58,0,0.0,0.0,,Neutral
health,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,140,0,0.0,0.0,,Neutral
high,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,206,0,0.0,0.0,,Neutral
high school,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,51,0,0.0,0.0,,Neutral
his death,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,21,0,0.0,0.0,,Neutral
hospitals,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,32,0,0.0,0.0,,Neutral
how we,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,24,0,0.0,0.0,,Neutral
human rights,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,256,1,1.0,0.0,,Neutral
icon,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,17,0,0.0,0.0,,Neutral
ideas,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,234,0,0.0,0.0,,Neutral
images,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,113,0,0.0,0.0,,Neutral
immunity,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,98,0,0.0,0.0,,Neutral
in Australia,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,27,0,0.0,0.0,,Neutral
in Beijing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,132,0,0.0,0.0,,Neutral
in China,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,555,0,0.0,0.0,,Neutral
in Hong Kong,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,231,0,0.0,0.0,,Neutral
in India,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,63,0,0.0,0.0,,Neutral
in Taiwan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,13,0,0.0,0.0,,Neutral
in a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,862,0,0.0,0.0,,Neutral
in a country,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,30,0,0.0,0.0,,Neutral
in a statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,128,0,0.0,0.0,,Neutral
in and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,82,0,0.0,0.0,,Neutral
in and has,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,19,0,0.0,0.0,,Neutral
in early,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,27,0,0.0,0.0,,Neutral
in its,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,126,0,0.0,0.0,,Neutral
in prison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,56,0,0.0,0.0,,Neutral
in recent years,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957,74,0,0.0,0.0,,Neutral
in the online,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,14,0,0.0,0.0,,Neutral
inauthentic behavior,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,35,33,1,1.0,1.0,0.0,Neutral
include,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,168,0,0.0,0.0,,Neutral
including,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,672,0,0.0,0.0,,Neutral
independent,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,259,0,0.0,0.0,,Neutral
independent media,45.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,13,43,1,1.0,1.0,-10.0,Left
indictment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,24,0,0.0,0.0,,Neutral
influence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,198,0,0.0,0.0,,Neutral
information,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,1014,0,0.0,0.0,,Neutral
information and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,98,0,0.0,0.0,,Neutral
information the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,19,0,0.0,0.0,,Neutral
inside,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,106,0,0.0,0.0,,Neutral
insider,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,42,0,0.0,0.0,,Neutral
institutions,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,107,0,0.0,0.0,,Neutral
intelligence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,119,0,0.0,0.0,,Neutral
intelligence agencies,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,21,1,1.0,0.0,,Neutral
interested,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,54,0,0.0,0.0,,Neutral
internet,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,993,1,0.0,0.0,,Neutral
is a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,765,0,0.0,0.0,,Neutral
is a site,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,12,0,0.0,0.0,,Neutral
is available,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,33,0,0.0,0.0,,Neutral
is back in,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,22,0,0.0,0.0,,Neutral
is changing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,16,0,0.0,0.0,,Neutral
is happening,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,35,0,0.0,0.0,,Neutral
is happening at,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,11,0,0.0,0.0,,Neutral
is more than,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,31,0,0.0,0.0,,Neutral
is now,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,145,0,0.0,0.0,,Neutral
is one of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,62,0,0.0,0.0,,Neutral
is protected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,31,0,0.0,0.0,,Neutral
is that,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,191,0,0.0,0.0,,Neutral
is the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,470,0,0.0,0.0,,Neutral
it is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,530,0,0.0,0.0,,Neutral
it was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964,375,0,0.0,0.0,,Neutral
it with,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,53,0,0.0,0.0,,Neutral
it with a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,34,0,0.0,0.0,,Neutral
journalist,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,285,1,1.0,0.0,,Neutral
journalists,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,741,1,0.0,0.0,,Neutral
journalists and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,99,0,0.0,0.0,,Neutral
judges,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,26,0,0.0,0.0,,Neutral
kind of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,155,0,0.0,0.0,,Neutral
know,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,350,0,0.0,0.0,,Neutral
known,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,249,0,0.0,0.0,,Neutral
known as,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921,96,0,0.0,0.0,,Neutral
known as a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,11,0,0.0,0.0,,Neutral
landscape,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,39,0,0.0,0.0,,Neutral
large,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,195,0,0.0,0.0,,Neutral
last,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,636,0,0.0,0.0,,Neutral
late,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,150,0,0.0,0.0,,Neutral
later,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,221,0,0.0,0.0,,Neutral
law,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,961,0,0.0,0.0,,Neutral
law enforcement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,44,1,1.0,0.0,,Neutral
law enforcement and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,18,0,0.0,0.0,,Neutral
laws,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,268,0,0.0,0.0,,Neutral
lawsuit,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,85,1,1.0,0.0,,Neutral
leaders,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,178,0,0.0,0.0,,Neutral
left,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,368,0,0.0,0.0,,Neutral
leftist,169.0,1.0,3.0,1.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,11.0,1.0,1.0,29.0,13.0,1.0,0.0,12.0,3.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,17.0,3.0,16.0,3.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,30,65,1,1.0,1.0,121.0,Right
legal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,278,0,0.0,0.0,,Neutral
legislation,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,198,0,0.0,0.0,,Neutral
letter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,200,0,0.0,0.0,,Neutral
liability,458.0,3.0,3.0,20.0,1.0,4.0,1.0,2.0,0.0,11.0,1.0,10.0,10.0,2.0,5.0,11.0,3.0,69.0,1.0,1.0,47.0,19.0,16.0,6.0,5.0,4.0,0.0,5.0,0.0,13.0,22.0,2.0,13.0,10.0,4.0,6.0,8.0,0.0,29.0,8.0,8.0,4.0,10.0,14.0,2.0,14.0,31.0,0.0,19,98,1,1.0,1.0,-44.0,Left
liberal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,154,1,1.0,0.0,,Neutral
libraries,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,82,0,0.0,0.0,,Neutral
life,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,272,0,0.0,0.0,,Neutral
life under,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,14,0,0.0,0.0,,Neutral
like YouTube,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,18,1,0.0,0.0,,Neutral
like these,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,27,0,0.0,0.0,,Neutral
like this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,72,0,0.0,0.0,,Neutral
like this one,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,15,0,0.0,0.0,,Neutral
literary,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,27,0,0.0,0.0,,Neutral
local,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,233,0,0.0,0.0,,Neutral
long,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,426,0,0.0,0.0,,Neutral
made,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,514,0,0.0,0.0,,Neutral
mainland,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,142,0,0.0,0.0,,Neutral
mainstream,342.0,3.0,10.0,2.0,2.0,1.0,0.0,8.0,4.0,5.0,0.0,12.0,7.0,7.0,5.0,7.0,0.0,7.0,2.0,2.0,0.0,18.0,9.0,21.0,2.0,10.0,4.0,14.0,3.0,13.0,8.0,3.0,0.0,0.0,39.0,12.0,15.0,9.0,9.0,14.0,0.0,0.0,4.0,2.0,2.0,10.0,37.0,0.0,36,163,1,1.0,1.0,17.0,Right
making,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,230,0,0.0,0.0,,Neutral
man,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,135,0,0.0,0.0,,Neutral
man of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,18,0,0.0,0.0,,Neutral
manipulated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,37,1,1.0,0.0,,Neutral
material,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,174,0,0.0,0.0,,Neutral
