PHRASE,TOTAL,aljazeera,alternet,americanconservative,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,fox,globalresearch,guardian,huffingtonpost,independent,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,msnbc,nationalreview,nbc,newyorker,npr,nypost,nytimes,pjmedia,propublica,rawstory,redstate,reuters,rt,shadowproof,slate,spectator,time,townhall,truthdig,usatoday,vice,vox,wapo,wsj,Unnamed: 0,COUNT,ON_TOPIC,UNIQUE,SPECIFIC,bias_score,calculated_bias
due to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,1547,0,0.0,0.0,,Neutral
during this,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,159,0,0.0,0.0,,Neutral
early,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,2492,0,0.0,0.0,,Neutral
early release,763.0,19.0,4.0,0.0,0.0,9.0,0.0,9.0,32.0,4.0,16.0,0.0,11.0,35.0,14.0,9.0,12.0,6.0,11.0,17.0,60.0,2.0,1.0,64.0,0.0,61.0,1.0,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,20.0,31.0,0.0,24.0,26.0,7.0,0.0,2.0,10.0,7.0,11.0,3.0,5.0,12.0,0.0,1.0,1.0,7.0,34.0,9.0,34.0,74.0,9.0,16,763,1,1.0,1.0,-133.0,Left
editor,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,141,0,0.0,0.0,,Neutral
editor of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,50,0,0.0,0.0,,Neutral
education,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,783,1,1.0,0.0,,Neutral
effort,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,775,0,0.0,0.0,,Neutral
effort to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,516,0,0.0,0.0,,Neutral
elected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,337,0,0.0,0.0,,Neutral
eligible,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,833,0,0.0,0.0,,Neutral
email from,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,28,0,0.0,0.0,,Neutral
email to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,79,0,0.0,0.0,,Neutral
emergency,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,823,0,0.0,0.0,,Neutral
employees,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,1035,0,0.0,0.0,,Neutral
end,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,2209,0,0.0,0.0,,Neutral
enter,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,344,0,0.0,0.0,,Neutral
enter a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,65,0,0.0,0.0,,Neutral
enter a valid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,32,0,0.0,0.0,,Neutral
entered,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,285,0,0.0,0.0,,Neutral
entertainment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,65,0,0.0,0.0,,Neutral
even,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,4075,0,0.0,0.0,,Neutral
evidence,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1247,1,1.0,0.0,,Neutral
exchange,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,514,0,0.0,0.0,,Neutral
exposure,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,263,1,1.0,0.0,,Neutral
exposure to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,124,0,0.0,0.0,,Neutral
extended,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,255,0,0.0,0.0,,Neutral
extradition,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,217,1,1.0,0.0,,Neutral
face,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,1677,0,0.0,0.0,,Neutral
facilities,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,3641,1,0.0,0.0,,Neutral
facility,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3836,1,1.0,0.0,,Neutral
families,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,1522,0,0.0,0.0,,Neutral
family,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,3475,0,0.0,0.0,,Neutral
federal,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,6557,1,0.0,0.0,,Neutral
federal Bureau of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,207,0,0.0,0.0,,Neutral
federal prison,1233.0,14.0,4.0,4.0,0.0,64.0,1.0,3.0,32.0,2.0,16.0,1.0,66.0,105.0,13.0,1.0,5.0,7.0,29.0,9.0,62.0,0.0,0.0,62.0,2.0,38.0,12.0,7.0,6.0,19.0,12.0,5.0,0.0,33.0,1.0,7.0,99.0,1.0,14.0,52.0,29.0,1.0,5.0,13.0,5.0,9.0,3.0,9.0,8.0,1.0,4.0,0.0,6.0,136.0,60.0,42.0,88.0,6.0,19,1233,1,1.0,1.0,-298.0,Left
felons,374.0,1.0,0.0,3.0,0.0,8.0,7.0,0.0,20.0,0.0,0.0,0.0,9.0,11.0,2.0,0.0,2.0,0.0,41.0,13.0,0.0,1.0,1.0,39.0,0.0,16.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,15.0,26.0,0.0,3.0,22.0,1.0,3.0,0.0,3.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,45.0,1.0,17.0,21.0,0.0,33,374,1,1.0,1.0,51.0,Right
felony,617.0,6.0,2.0,2.0,0.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,7.0,20.0,15.0,3.0,18.0,4.0,19.0,15.0,8.0,5.0,1.0,44.0,1.0,34.0,28.0,10.0,4.0,9.0,24.0,4.0,0.0,14.0,1.0,0.0,33.0,0.0,40.0,33.0,14.0,2.0,17.0,4.0,5.0,0.0,4.0,11.0,5.0,0.0,0.0,7.0,3.0,29.0,4.0,54.0,35.0,0.0,22,617,1,1.0,1.0,-131.0,Left
female,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,683,0,0.0,0.0,,Neutral
fighting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,475,1,1.0,0.0,,Neutral
filed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,1133,0,0.0,0.0,,Neutral
first,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,4675,0,0.0,0.0,,Neutral
five,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,2298,0,0.0,0.0,,Neutral
following,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,1219,0,0.0,0.0,,Neutral
food,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,1018,0,0.0,0.0,,Neutral
for his,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,966,0,0.0,0.0,,Neutral
for the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,7931,0,0.0,0.0,,Neutral
force,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,981,0,0.0,0.0,,Neutral
forces,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,740,0,0.0,0.0,,Neutral
former,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,3099,0,0.0,0.0,,Neutral
found,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,3173,0,0.0,0.0,,Neutral
free,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,1991,0,0.0,0.0,,Neutral
freed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,799,1,1.0,0.0,,Neutral
friend,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,493,0,0.0,0.0,,Neutral
friends,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,767,0,0.0,0.0,,Neutral
from the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,5219,0,0.0,0.0,,Neutral
full,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,1095,0,0.0,0.0,,Neutral
gang,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,859,0,0.0,0.0,,Neutral
get,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,4693,0,0.0,0.0,,Neutral
get the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,298,0,0.0,0.0,,Neutral
getting,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,1439,0,0.0,0.0,,Neutral
go,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,2624,0,0.0,0.0,,Neutral
going to,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761,2133,0,0.0,0.0,,Neutral
good,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,1736,0,0.0,0.0,,Neutral
got,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,1834,0,0.0,0.0,,Neutral
government,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4572,1,1.0,0.0,,Neutral
government has,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,333,0,0.0,0.0,,Neutral
governments,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,705,0,0.0,0.0,,Neutral
grand,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,201,0,0.0,0.0,,Neutral
grand jury,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,114,1,1.0,0.0,,Neutral
group,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,2371,0,0.0,0.0,,Neutral
groups,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,1301,0,0.0,0.0,,Neutral
growing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,577,0,0.0,0.0,,Neutral
guard,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,1018,0,0.0,0.0,,Neutral
guards,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,2372,1,1.0,0.0,,Neutral
guidelines,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,441,0,0.0,0.0,,Neutral
gun,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,392,1,1.0,0.0,,Neutral
had been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,3219,0,0.0,0.0,,Neutral
hand,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,995,0,0.0,0.0,,Neutral
hand sanitizer,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,359,0,0.0,0.0,,Neutral
happen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,656,0,0.0,0.0,,Neutral
happening,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,463,0,0.0,0.0,,Neutral
harm,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,700,0,0.0,0.0,,Neutral
has been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,4406,0,0.0,0.0,,Neutral
have been,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,5445,0,0.0,0.0,,Neutral
have tested positive,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,812,0,0.0,0.0,,Neutral
he says,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,575,0,0.0,0.0,,Neutral
he was,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,4696,0,0.0,0.0,,Neutral
health,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,5047,0,0.0,0.0,,Neutral
health and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,536,0,0.0,0.0,,Neutral
health and public,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,19,0,0.0,0.0,,Neutral
hearing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,1252,0,0.0,0.0,,Neutral
held,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,3360,0,0.0,0.0,,Neutral
help,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,2645,0,0.0,0.0,,Neutral
high,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,2598,0,0.0,0.0,,Neutral
high risk,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,527,0,0.0,0.0,,Neutral
his cell,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,606,0,0.0,0.0,,Neutral
home,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,4282,0,0.0,0.0,,Neutral
home confinement,1102.0,32.0,7.0,1.0,0.0,39.0,0.0,2.0,64.0,0.0,2.0,0.0,109.0,62.0,3.0,9.0,0.0,3.0,17.0,4.0,82.0,0.0,0.0,98.0,0.0,34.0,0.0,4.0,0.0,30.0,2.0,7.0,0.0,13.0,1.0,6.0,49.0,0.0,16.0,47.0,13.0,0.0,7.0,11.0,18.0,13.0,0.0,21.0,12.0,0.0,9.0,0.0,4.0,125.0,18.0,8.0,94.0,6.0,12,1102,1,1.0,1.0,-53.0,Left
hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,1410,0,0.0,0.0,,Neutral
housing,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,1321,0,0.0,0.0,,Neutral
human,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,1874,0,0.0,0.0,,Neutral
human rights,1114.0,148.0,4.0,5.0,1.0,5.0,2.0,31.0,51.0,0.0,5.0,5.0,11.0,63.0,75.0,10.0,25.0,19.0,21.0,15.0,21.0,1.0,10.0,36.0,5.0,168.0,6.0,39.0,6.0,10.0,6.0,1.0,10.0,10.0,0.0,10.0,32.0,8.0,20.0,13.0,4.0,0.0,3.0,7.0,0.0,14.0,17.0,24.0,2.0,0.0,4.0,0.0,9.0,8.0,4.0,10.0,92.0,0.0,20,1114,1,1.0,1.0,-337.0,Left
hundred,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,172,0,0.0,0.0,,Neutral
hundreds of,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,772,0,0.0,0.0,,Neutral
hunger,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,633,1,0.0,0.0,,Neutral
hunger strike,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,388,1,1.0,0.0,,Neutral
if you,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,387,0,0.0,0.0,,Neutral
if you do,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,23,0,0.0,0.0,,Neutral
immigrants,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,500,0,0.0,0.0,,Neutral
immigration,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,809,1,1.0,0.0,,Neutral
imprisonment,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,521,0,0.0,0.0,,Neutral
in Afghanistan,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,204,0,0.0,0.0,,Neutral
in Cuba,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,91,0,0.0,0.0,,Neutral
in England and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863,242,0,0.0,0.0,,Neutral
in Iraq,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,144,0,0.0,0.0,,Neutral
in Israeli,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889,97,0,0.0,0.0,,Neutral
in Miami,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,53,0,0.0,0.0,,Neutral
in New York,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,954,0,0.0,0.0,,Neutral
in Yemen,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,101,0,0.0,0.0,,Neutral
in a,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,8353,0,0.0,0.0,,Neutral
in a statement,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942,1029,0,0.0,0.0,,Neutral
in an,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837,1656,0,0.0,0.0,,Neutral
in his,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,1810,0,0.0,0.0,,Neutral
in prison,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,3946,0,0.0,0.0,,Neutral
in prisons,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,994,0,0.0,0.0,,Neutral
in state,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,397,0,0.0,0.0,,Neutral
in the,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,19860,0,0.0,0.0,,Neutral
in the United,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826,798,0,0.0,0.0,,Neutral
incarcerated,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,3823,1,0.0,0.0,,Neutral
incarcerated individuals,166.0,2.0,3.0,18.0,0.0,2.0,0.0,0.0,3.0,17.0,2.0,0.0,1.0,7.0,8.0,0.0,6.0,0.0,3.0,4.0,8.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,0.0,17.0,3.0,0.0,10.0,0.0,34,166,1,1.0,1.0,-28.0,Left
incarcerated people,839.0,6.0,8.0,0.0,0.0,0.0,14.0,1.0,6.0,16.0,7.0,0.0,2.0,23.0,52.0,0.0,18.0,3.0,5.0,65.0,4.0,5.0,2.0,15.0,0.0,30.0,8.0,0.0,0.0,115.0,29.0,0.0,1.0,52.0,1.0,0.0,17.0,7.0,29.0,7.0,11.0,2.0,1.0,10.0,1.0,0.0,1.0,77.0,31.0,0.0,5.0,0.0,3.0,22.0,17.0,58.0,51.0,1.0,11,839,1,1.0,1.0,-471.0,Left
incarceration,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,2056,1,1.0,0.0,,Neutral
incidents,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,422,0,0.0,0.0,,Neutral
including,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,4269,0,0.0,0.0,,Neutral
individuals,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,1246,1,0.0,0.0,,Neutral
infected,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,955,0,0.0,0.0,,Neutral
inmate,4683.0,64.0,48.0,7.0,0.0,92.0,34.0,34.0,57.0,56.0,54.0,4.0,223.0,262.0,25.0,4.0,8.0,6.0,113.0,38.0,460.0,14.0,10.0,435.0,1.0,217.0,50.0,52.0,27.0,34.0,14.0,15.0,4.0,133.0,9.0,13.0,308.0,4.0,122.0,428.0,90.0,13.0,88.0,95.0,23.0,18.0,38.0,16.0,17.0,2.0,3.0,0.0,46.0,241.0,116.0,39.0,340.0,15.0,1,4683,1,1.0,1.0,-394.0,Left
inmate is,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,129,0,0.0,0.0,,Neutral
inmates,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,17541,1,0.0,0.0,,Neutral
inmates and,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,1372,0,0.0,0.0,,Neutral
inmates have,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784,828,0,0.0,0.0,,Neutral
